,year,date,race_id,grand_prix,circuit_ref,circuit_name,country,winner_driver,won_home_race,url
14,2024,2024-06-23,1130,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Spanish_Grand_Prix
15,2024,2024-06-09,1129,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix
16,2024,2024-05-26,1128,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,leclerc,True,https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix
17,2024,2024-05-19,1127,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix
18,2024,2024-05-05,1126,Miami Grand Prix,miami,Miami International Autodrome,USA,norris,False,https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix
19,2024,2024-04-21,1125,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Chinese_Grand_Prix
20,2024,2024-04-07,1124,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix
21,2024,2024-03-24,1123,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,sainz,False,https://en.wikipedia.org/wiki/2024_Australian_Grand_Prix
22,2024,2024-03-09,1122,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Saudi_Arabian_Grand_Prix
23,2024,2024-03-02,1121,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,max_verstappen,False,https://en.wikipedia.org/wiki/2024_Bahrain_Grand_Prix
24,2023,2023-11-26,1120,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix
25,2023,2023-11-19,1119,Las Vegas Grand Prix,vegas,Las Vegas Strip Street Circuit,USA,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix
26,2023,2023-11-05,1118,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,max_verstappen,False,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix
27,2023,2023-10-29,1117,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix
28,2023,2023-10-22,1116,United States Grand Prix,americas,Circuit of the Americas,USA,max_verstappen,False,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix
29,2023,2023-10-08,1115,Qatar Grand Prix,losail,Losail International Circuit,Qatar,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix
30,2023,2023-09-24,1114,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix
31,2023,2023-09-17,1113,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,sainz,False,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix
32,2023,2023-09-03,1112,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix
33,2023,2023-08-27,1111,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,max_verstappen,True,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix
34,2023,2023-07-30,1110,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix
35,2023,2023-07-23,1109,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix
36,2023,2023-07-09,1108,British Grand Prix,silverstone,Silverstone Circuit,UK,max_verstappen,False,https://en.wikipedia.org/wiki/2023_British_Grand_Prix
37,2023,2023-07-02,1107,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix
38,2023,2023-06-18,1106,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix
39,2023,2023-06-04,1105,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix
40,2023,2023-05-28,1104,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix
41,2023,2023-05-07,1102,Miami Grand Prix,miami,Miami International Autodrome,USA,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix
42,2023,2023-04-30,1101,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,perez,False,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix
43,2023,2023-04-02,1100,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix
44,2023,2023-03-19,1099,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,perez,False,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix
45,2023,2023-03-05,1098,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,max_verstappen,False,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix
46,2022,2022-11-20,1096,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix
47,2022,2022-11-13,1095,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,russell,False,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix
48,2022,2022-10-30,1094,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix
49,2022,2022-10-23,1093,United States Grand Prix,americas,Circuit of the Americas,USA,max_verstappen,False,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix
50,2022,2022-10-09,1092,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix
51,2022,2022-10-02,1091,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,perez,False,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix
52,2022,2022-09-11,1089,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix
53,2022,2022-09-04,1088,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,max_verstappen,True,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix
54,2022,2022-08-28,1087,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix
55,2022,2022-07-31,1086,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix
56,2022,2022-07-24,1085,French Grand Prix,ricard,Circuit Paul Ricard,France,max_verstappen,False,http://en.wikipedia.org/wiki/2022_French_Grand_Prix
57,2022,2022-07-10,1084,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,leclerc,False,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix
58,2022,2022-07-03,1083,British Grand Prix,silverstone,Silverstone Circuit,UK,sainz,False,http://en.wikipedia.org/wiki/2022_British_Grand_Prix
59,2022,2022-06-19,1082,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix
60,2022,2022-06-12,1081,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix
61,2022,2022-05-29,1080,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,perez,False,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix
62,2022,2022-05-22,1079,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix
63,2022,2022-05-08,1078,Miami Grand Prix,miami,Miami International Autodrome,USA,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix
64,2022,2022-04-24,1077,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix
65,2022,2022-04-10,1076,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,leclerc,False,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix
66,2022,2022-03-27,1075,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,max_verstappen,False,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix
67,2022,2022-03-20,1074,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,leclerc,False,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix
68,2021,2021-12-12,1073,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix
69,2021,2021-12-05,1072,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,hamilton,False,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix
70,2021,2021-11-21,1051,Qatar Grand Prix,losail,Losail International Circuit,Qatar,hamilton,False,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix
71,2021,2021-11-14,1071,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,hamilton,False,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix
72,2021,2021-11-07,1070,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix
73,2021,2021-10-24,1069,United States Grand Prix,americas,Circuit of the Americas,USA,max_verstappen,False,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix
74,2021,2021-10-10,1067,Turkish Grand Prix,istanbul,Istanbul Park,Turkey,bottas,False,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix
75,2021,2021-09-26,1066,Russian Grand Prix,sochi,Sochi Autodrom,Russia,hamilton,False,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix
76,2021,2021-09-12,1065,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,ricciardo,False,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix
77,2021,2021-09-05,1064,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,max_verstappen,True,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix
78,2021,2021-08-29,1063,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix
79,2021,2021-08-01,1062,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,ocon,False,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix
80,2021,2021-07-18,1061,British Grand Prix,silverstone,Silverstone Circuit,UK,hamilton,True,http://en.wikipedia.org/wiki/2021_British_Grand_Prix
81,2021,2021-07-04,1060,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix
82,2021,2021-06-27,1058,Styrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix
83,2021,2021-06-20,1059,French Grand Prix,ricard,Circuit Paul Ricard,France,max_verstappen,False,http://en.wikipedia.org/wiki/2021_French_Grand_Prix
84,2021,2021-06-06,1057,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,perez,False,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix
85,2021,2021-05-23,1056,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix
86,2021,2021-05-09,1055,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,hamilton,False,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix
87,2021,2021-05-02,1054,Portuguese Grand Prix,portimao,Autódromo Internacional do Algarve,Portugal,hamilton,False,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix
88,2021,2021-04-18,1053,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,max_verstappen,False,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix
89,2021,2021-03-28,1052,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,hamilton,False,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix
90,2020,2020-12-13,1047,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,max_verstappen,False,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix
91,2020,2020-12-06,1046,Sakhir Grand Prix,bahrain,Bahrain International Circuit,Bahrain,perez,False,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix
92,2020,2020-11-29,1045,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,hamilton,False,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix
93,2020,2020-11-15,1044,Turkish Grand Prix,istanbul,Istanbul Park,Turkey,hamilton,False,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix
94,2020,2020-11-01,1043,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,hamilton,False,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix
95,2020,2020-10-25,1042,Portuguese Grand Prix,portimao,Autódromo Internacional do Algarve,Portugal,hamilton,False,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix
96,2020,2020-10-11,1041,Eifel Grand Prix,nurburgring,Nürburgring,Germany,hamilton,False,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix
97,2020,2020-09-27,1040,Russian Grand Prix,sochi,Sochi Autodrom,Russia,bottas,False,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix
98,2020,2020-09-13,1039,Tuscan Grand Prix,mugello,Autodromo Internazionale del Mugello,Italy,hamilton,False,http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix
99,2020,2020-09-06,1038,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,gasly,False,http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix
100,2020,2020-08-30,1037,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,hamilton,False,http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix
101,2020,2020-08-16,1036,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,hamilton,False,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix
102,2020,2020-08-09,1035,70th Anniversary Grand Prix,silverstone,Silverstone Circuit,UK,max_verstappen,False,http://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix
103,2020,2020-08-02,1034,British Grand Prix,silverstone,Silverstone Circuit,UK,hamilton,True,http://en.wikipedia.org/wiki/2020_British_Grand_Prix
104,2020,2020-07-19,1033,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,hamilton,False,http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix
105,2020,2020-07-12,1032,Styrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,hamilton,False,http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix
106,2020,2020-07-05,1031,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,bottas,False,http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix
107,2019,2019-12-01,1030,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,hamilton,False,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix
108,2019,2019-11-17,1029,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,max_verstappen,False,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix
109,2019,2019-11-03,1028,United States Grand Prix,americas,Circuit of the Americas,USA,bottas,False,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix
110,2019,2019-10-27,1027,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,hamilton,False,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix
111,2019,2019-10-13,1026,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,bottas,False,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix
112,2019,2019-09-29,1025,Russian Grand Prix,sochi,Sochi Autodrom,Russia,hamilton,False,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix
113,2019,2019-09-22,1024,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,vettel,False,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix
114,2019,2019-09-08,1023,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,leclerc,False,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix
115,2019,2019-09-01,1022,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,leclerc,False,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix
116,2019,2019-08-04,1021,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,hamilton,False,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix
117,2019,2019-07-28,1020,German Grand Prix,hockenheimring,Hockenheimring,Germany,max_verstappen,False,http://en.wikipedia.org/wiki/2019_German_Grand_Prix
118,2019,2019-07-14,1019,British Grand Prix,silverstone,Silverstone Circuit,UK,hamilton,True,http://en.wikipedia.org/wiki/2019_British_Grand_Prix
119,2019,2019-06-30,1018,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,max_verstappen,False,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix
120,2019,2019-06-23,1017,French Grand Prix,ricard,Circuit Paul Ricard,France,hamilton,False,http://en.wikipedia.org/wiki/2019_French_Grand_Prix
121,2019,2019-06-09,1016,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,hamilton,False,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix
122,2019,2019-05-26,1015,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,hamilton,False,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix
123,2019,2019-05-12,1014,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,hamilton,False,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix
124,2019,2019-04-28,1013,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,bottas,False,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix
125,2019,2019-04-14,1012,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,hamilton,False,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix
126,2019,2019-03-31,1011,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,hamilton,False,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix
127,2019,2019-03-17,1010,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,bottas,False,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix
128,2018,2018-11-25,1009,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,hamilton,False,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
129,2018,2018-11-11,1008,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,hamilton,False,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
130,2018,2018-10-28,1007,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,False,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
131,2018,2018-10-21,1006,United States Grand Prix,americas,Circuit of the Americas,USA,raikkonen,False,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
132,2018,2018-10-07,1005,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,hamilton,False,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
133,2018,2018-09-30,1004,Russian Grand Prix,sochi,Sochi Autodrom,Russia,hamilton,False,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
134,2018,2018-09-16,1003,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,hamilton,False,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
135,2018,2018-09-02,1002,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,hamilton,False,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
136,2018,2018-08-26,1001,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,vettel,False,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
137,2018,2018-07-29,1000,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,hamilton,False,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
138,2018,2018-07-22,999,German Grand Prix,hockenheimring,Hockenheimring,Germany,hamilton,False,http://en.wikipedia.org/wiki/2018_German_Grand_Prix
139,2018,2018-07-08,998,British Grand Prix,silverstone,Silverstone Circuit,UK,vettel,False,http://en.wikipedia.org/wiki/2018_British_Grand_Prix
140,2018,2018-07-01,997,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,max_verstappen,False,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
141,2018,2018-06-24,996,French Grand Prix,ricard,Circuit Paul Ricard,France,hamilton,False,http://en.wikipedia.org/wiki/2018_French_Grand_Prix
142,2018,2018-06-10,995,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,vettel,False,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
143,2018,2018-05-27,994,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,ricciardo,False,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
144,2018,2018-05-13,993,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,hamilton,False,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
145,2018,2018-04-29,992,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,hamilton,False,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
146,2018,2018-04-15,991,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,ricciardo,False,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
147,2018,2018-04-08,990,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,vettel,False,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
148,2018,2018-03-25,989,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,vettel,False,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
149,2017,2017-11-26,988,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,bottas,False,http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
150,2017,2017-11-12,987,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,vettel,False,http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
151,2017,2017-10-29,986,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,False,http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
152,2017,2017-10-22,985,United States Grand Prix,americas,Circuit of the Americas,USA,hamilton,False,http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
153,2017,2017-10-08,984,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,hamilton,False,http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
154,2017,2017-10-01,983,Malaysian Grand Prix,sepang,Sepang International Circuit,Malaysia,max_verstappen,False,http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
155,2017,2017-09-17,982,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,hamilton,False,http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
156,2017,2017-09-03,981,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,hamilton,False,http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
157,2017,2017-08-27,980,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,hamilton,False,http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
158,2017,2017-07-30,979,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,vettel,False,http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
159,2017,2017-07-16,978,British Grand Prix,silverstone,Silverstone Circuit,UK,hamilton,True,http://en.wikipedia.org/wiki/2017_British_Grand_Prix
160,2017,2017-07-09,977,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,bottas,False,http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
161,2017,2017-06-25,976,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,ricciardo,False,http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
162,2017,2017-06-11,975,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,hamilton,False,http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
163,2017,2017-05-28,974,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,vettel,False,http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
164,2017,2017-05-14,973,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,hamilton,False,http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix
165,2017,2017-04-30,972,Russian Grand Prix,sochi,Sochi Autodrom,Russia,bottas,False,http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix
166,2017,2017-04-16,971,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,vettel,False,http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix
167,2017,2017-04-09,970,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,hamilton,False,http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix
168,2017,2017-03-26,969,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,vettel,False,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix
169,2016,2016-11-27,968,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,hamilton,False,http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix
170,2016,2016-11-13,967,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,hamilton,False,http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
171,2016,2016-10-30,966,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,hamilton,False,http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
172,2016,2016-10-23,965,United States Grand Prix,americas,Circuit of the Americas,USA,hamilton,False,http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix
